char_id,gender,race,class,territory,creation_date,class_mastery_date,total_kills,total_deaths
18219,M,A,A,11,2017-10-26,2018-08-17,10,9
18220,F,A,A,5,2017-08-19,2018-05-22,7,7
18221,M,B,T,15,2017-02-16,2018-07-20,8,12
18222,N,E,A,8,2017-12-31,2018-05-12,9,11
18223,F,A,T,17,2017-09-04,2018-05-20,11,8
18224,F,A,T,16,2017-01-11,2018-03-10,10,10
18225,M,A,C,8,2017-11-10,2018-03-10,5,5
18226,M,B,T,0,2017-05-01,2018-03-06,5,13
18227,M,E,C,4,2017-02-22,2018-09-13,9,6
18228,F,A,A,9,2017-04-27,2018-02-27,6,7
18229,M,A,R,2,2017-10-23,2018-02-17,8,8
18230,M,A,W,3,2017-03-21,2018-05-02,12,10
18231,M,A,A,12,2017-08-12,2018-10-30,14,8
18232,N,B,W,3,2017-01-12,2018-06-06,11,14
18233,M,A,H,16,2017-06-12,2018-08-15,6,12
18234,M,C,T,4,2017-02-05,2018-03-05,8,3
18235,M,A,T,19,2017-11-03,2018-06-20,6,10
18236,F,B,T,0,2017-08-22,2018-05-24,13,8
18237,M,D,T,18,2017-09-29,2018-10-02,4,10
18238,N,C,R,10,2017-10-17,2018-10-25,12,8
18239,F,B,R,10,2017-12-15,2018-12-17,11,15
18240,M,C,A,18,2017-01-26,2018-01-29,12,10
18241,F,C,C,12,2017-12-02,2018-07-17,8,15
18242,M,D,W,0,2017-04-18,2018-06-29,8,13
18243,M,A,A,14,2017-06-21,2018-09-11,9,12
18244,F,B,W,19,2017-05-02,2018-12-04,13,12
18245,F,D,T,6,2017-05-04,2018-03-24,10,9
18246,F,A,W,19,2017-04-29,2018-08-10,9,14
18247,M,B,H,6,2017-12-27,2018-09-02,11,9
18248,M,C,T,1,2017-08-28,2018-01-23,13,6
18249,M,A,W,5,2017-03-17,2018-02-06,13,8
18250,F,C,A,19,2017-04-13,2018-08-09,10,8
18251,F,B,H,19,2017-08-25,2018-12-05,12,10
18252,M,D,T,1,2017-11-25,2018-10-14,7,10
18253,N,E,A,6,2017-04-10,2018-12-09,13,5
18254,M,A,R,14,2017-08-20,2018-12-02,12,11
18255,F,C,T,4,2017-02-13,2018-02-28,8,17
18256,F,B,A,4,2017-11-18,2018-09-25,11,10
18257,F,A,T,0,2017-05-25,2018-08-02,5,6
18258,M,D,C,13,2017-09-08,2018-09-04,13,7
18259,F,B,W,19,2017-03-23,2018-10-14,12,12
18260,M,A,A,17,2017-09-29,2018-05-12,9,7
18261,F,B,A,10,2017-04-13,2018-01-18,7,16
18262,N,B,T,9,2017-12-21,2018-07-29,8,12
18263,M,E,W,0,2017-11-30,2018-07-04,8,10
18264,M,D,T,15,2017-02-21,2018-02-07,10,6
18265,M,A,A,8,2017-02-04,2018-08-02,8,7
18266,M,A,T,7,2017-06-29,2018-11-20,9,10
18267,F,D,A,3,2017-01-31,2018-10-30,10,7
18268,N,C,T,19,2017-04-11,2018-03-24,9,3
18269,F,A,T,5,2017-04-05,2018-12-19,9,7
18270,F,C,R,2,2017-09-13,2018-12-29,10,14
18271,F,A,C,18,2017-07-02,2018-05-14,11,8
18272,F,B,T,8,2017-10-30,2018-10-12,7,13
18273,M,D,T,12,2017-10-08,2018-03-29,8,12
18274,F,B,W,7,2017-03-24,2018-05-10,17,10
18275,F,B,R,2,2017-12-27,2018-06-19,17,8
18276,F,A,W,5,2017-07-12,2018-10-19,18,13
18277,M,C,R,2,2017-05-28,2018-12-21,10,12
18278,F,B,W,13,2017-09-18,2018-12-23,10,11
18279,N,A,A,2,2017-09-20,2018-03-01,20,8
18280,F,D,C,12,2017-08-18,2018-12-07,10,10
18281,M,D,T,8,2017-10-15,2018-05-31,10,10
18282,F,C,R,15,2017-02-16,2018-04-02,11,11
18283,F,A,W,8,2017-11-06,2018-12-13,9,16
18284,M,A,W,15,2017-03-02,2018-08-31,18,11
18285,M,A,T,16,2017-07-30,2018-07-18,8,8
18286,M,A,R,16,2017-01-24,2018-09-28,10,9
18287,F,E,H,13,2017-09-16,2018-03-13,9,11
18288,M,C,C,13,2017-09-26,2018-12-07,8,10
18289,M,B,W,6,2017-12-18,2018-01-23,7,8
18290,N,B,H,1,2017-03-26,2018-04-26,11,8
18291,F,D,H,2,2017-03-19,2018-02-19,4,6
18292,M,C,W,11,2017-09-11,2018-08-26,12,9
18293,M,B,T,0,2017-08-05,2018-05-27,7,8
18294,M,A,W,5,2017-07-13,2018-03-25,13,13
18295,F,B,A,17,2017-04-11,2018-10-01,9,5
18296,F,D,T,10,2017-08-16,2018-10-25,19,7
18297,M,C,T,17,2017-03-21,2018-06-02,12,6
18298,F,B,W,10,2017-04-20,2018-10-24,16,10
18299,M,B,A,19,2017-12-22,2018-09-17,11,11
18300,F,D,R,16,2017-11-26,2018-06-10,8,13
18301,N,D,A,15,2017-07-29,2018-05-29,12,12
18302,M,C,T,11,2017-12-03,2018-05-14,15,12
18303,N,B,W,16,2017-04-03,2018-01-07,10,10
18304,F,B,W,1,2017-07-23,2018-06-26,9,15
18305,F,A,H,18,2017-05-19,2018-12-31,17,11
18306,F,C,W,16,2017-03-03,2018-03-27,9,7
18307,F,E,T,15,2017-01-22,2018-11-28,2,10
18308,M,A,W,15,2017-10-20,2018-01-20,13,2
18309,N,B,A,1,2017-07-31,2018-10-18,14,7
18310,F,C,A,0,2017-09-05,2018-07-20,14,10
18311,M,C,C,19,2017-08-01,2018-01-15,3,8
18312,M,D,R,15,2017-09-07,2018-12-10,18,8
18313,F,C,A,1,2017-10-02,2018-08-24,16,12
18314,F,C,A,18,2017-01-12,2018-07-29,8,7
18315,F,D,A,0,2017-03-05,2018-02-04,10,7
18316,F,C,A,0,2017-12-27,2018-12-04,13,11
18317,F,C,W,2,2017-10-14,2018-11-30,11,13
18318,F,B,T,9,2017-03-20,2018-08-12,11,10
18319,M,B,T,4,2017-02-20,2018-10-17,5,7
18320,M,B,W,4,2017-08-13,2018-06-24,13,13
18321,F,A,A,1,2017-10-19,2018-01-23,11,10
18322,F,D,A,4,2017-10-12,2018-02-21,11,16
18323,M,D,W,10,2017-08-16,2018-06-03,10,9
18324,M,B,A,13,2017-06-29,2018-06-01,7,10
18325,M,A,T,8,2017-05-25,2018-10-19,12,10
18326,F,A,T,5,2017-02-07,2018-11-22,17,9
18327,M,B,T,19,2017-02-19,2018-01-16,9,7
18328,M,C,A,15,2017-02-23,2018-02-25,15,8
18329,F,C,R,0,2017-11-12,2018-06-18,11,10
18330,M,B,T,9,2017-06-30,2018-02-07,12,13
18331,M,A,R,6,2017-09-11,2018-11-22,12,14
18332,F,A,W,12,2017-12-11,2018-07-11,6,12
18333,M,A,T,3,2017-05-16,2018-03-06,10,15
18334,F,A,C,5,2017-04-23,2018-02-25,4,7
18335,F,A,A,19,2017-08-21,2018-10-30,13,11
18336,N,B,A,12,2017-09-23,2018-06-09,7,12
18337,F,C,R,11,2017-07-10,2018-01-23,10,13
18338,N,C,T,16,2017-06-25,2018-01-15,11,4
18339,F,A,A,18,2017-10-08,2018-10-22,9,10
18340,M,B,T,15,2017-09-14,2018-06-03,5,6
18341,N,A,W,15,2017-02-18,2018-06-04,10,10
18342,F,A,A,0,2017-01-31,2018-04-04,11,5
18343,M,A,R,19,2017-12-30,2018-03-20,7,8
18344,N,C,A,7,2017-11-27,2018-10-27,5,13
18345,M,A,A,0,2017-12-16,2018-07-03,12,8
18346,M,A,A,9,2017-07-10,2018-01-16,7,11
18347,M,D,R,4,2017-01-31,2018-12-04,13,14
18348,N,A,W,10,2017-09-08,2018-06-09,13,6
18349,F,B,C,18,2017-03-26,2018-12-14,10,12
18350,F,A,R,3,2017-08-25,2018-06-09,10,9
18351,M,C,W,16,2017-09-15,2018-11-07,7,5
18352,F,C,T,7,2017-06-03,2018-11-25,13,11
18353,F,B,W,18,2017-08-26,2018-07-16,13,8
18354,F,B,C,15,2017-03-25,2018-08-23,11,12
18355,F,E,A,13,2017-05-05,2018-12-17,12,12
18356,F,B,R,7,2017-08-13,2018-02-07,3,7
18357,M,D,C,9,2017-06-23,2018-05-23,13,14
18358,M,A,R,14,2017-08-06,2018-05-07,10,7
18359,N,A,A,11,2017-06-25,2018-09-22,11,13
18360,F,B,T,3,2017-11-07,2018-04-29,10,7
18361,N,D,T,19,2017-02-05,2018-09-20,7,7
18362,M,C,R,18,2017-06-26,2018-07-27,8,5
18363,M,A,W,2,2017-03-27,2018-04-12,7,7
18364,F,C,T,8,2017-04-19,2018-11-20,8,10
18365,F,A,W,0,2017-08-25,2018-03-21,5,10
18366,M,C,W,8,2017-02-25,2018-08-31,11,11
18367,F,A,T,7,2017-01-20,2018-04-11,7,13
18368,M,C,T,5,2017-03-30,2018-01-31,8,11
18369,N,C,T,5,2017-08-29,2018-07-30,7,10
18370,F,B,A,8,2017-01-02,2018-11-01,8,9
18371,N,A,R,3,2017-07-31,2018-05-19,7,9
18372,F,A,A,2,2017-04-14,2018-06-24,10,13
18373,M,C,W,4,2017-09-16,2018-07-23,3,9
18374,M,A,T,17,2017-04-01,2018-03-10,14,9
18375,F,C,A,12,2017-07-14,2018-01-03,10,7
18376,N,B,R,12,2017-09-13,2018-01-06,11,10
18377,F,B,C,16,2017-01-07,2018-06-24,10,5
18378,M,A,T,14,2017-07-20,2018-11-10,11,6
18379,M,C,C,11,2017-11-02,2018-09-26,7,9
18380,N,D,R,13,2017-12-09,2018-07-28,10,13
18381,M,B,A,12,2017-07-08,2018-10-24,10,8
18382,F,D,W,10,2017-01-28,2018-08-27,12,10
18383,F,A,C,5,2017-06-28,2018-05-24,6,9
18384,M,B,W,8,2017-04-24,2018-06-29,13,8
18385,M,C,T,15,2017-08-14,2018-10-18,9,11
18386,F,C,T,8,2017-10-17,2018-04-28,11,9
18387,M,B,C,3,2017-06-10,2018-09-16,10,12
18388,F,A,W,10,2017-08-23,2018-07-16,10,9
18389,M,B,T,10,2017-04-27,2018-07-08,8,9
18390,F,A,C,19,2017-03-14,2018-12-16,14,5
18391,M,C,T,12,2017-03-22,2018-06-01,9,15
18392,F,B,A,15,2017-09-09,2018-11-29,15,9
18393,F,B,C,19,2017-05-15,2018-07-30,9,16
18394,M,B,R,6,2017-10-22,2018-01-21,9,12
18395,F,B,A,5,2017-02-23,2018-06-04,8,13
18396,M,C,T,3,2017-08-20,2018-03-09,7,16
18397,F,D,T,12,2017-06-03,2018-07-11,9,12
18398,M,A,C,6,2017-05-10,2018-04-02,8,8
18399,M,B,W,18,2017-07-24,2018-12-30,7,8
18400,M,D,T,12,2017-09-01,2018-02-20,12,11
18401,N,D,H,8,2017-03-23,2018-09-19,10,6
18402,F,A,H,10,2017-05-09,2018-07-29,8,7
18403,M,A,A,9,2017-07-07,2018-06-12,7,10
18404,N,A,T,2,2017-02-25,2018-08-17,13,14
18405,M,B,R,18,2017-01-13,2018-09-08,10,10
18406,F,D,C,2,2017-06-17,2018-05-18,3,7
18407,M,A,A,10,2017-06-27,2018-08-19,10,11
18408,N,B,W,16,2017-10-06,2018-01-15,7,10
18409,M,A,W,9,2017-09-09,2018-02-07,10,8
18410,M,A,A,5,2017-03-27,2018-04-10,10,13
18411,F,B,T,2,2017-06-16,2018-03-25,14,6
18412,F,C,A,13,2017-04-09,2018-02-14,14,10
18413,F,B,A,14,2017-06-16,2018-07-18,10,13
18414,M,A,A,8,2017-07-31,2018-11-30,9,8
18415,M,B,C,5,2017-02-13,2018-06-07,9,10
18416,M,A,W,17,2017-05-28,2018-12-20,8,8
18417,M,B,T,2,2017-10-20,2018-04-28,13,4
18418,M,C,T,19,2017-04-11,2018-09-28,10,10
18419,F,C,W,7,2017-04-21,2018-04-27,10,8
18420,F,E,W,10,2017-07-27,2018-12-10,8,14
18421,M,B,W,11,2017-11-14,2018-04-11,12,12
18422,M,D,W,1,2017-07-01,2018-03-19,7,6
18423,F,A,R,19,2017-07-01,2018-10-30,9,8
18424,M,C,T,16,2017-12-06,2018-08-06,9,15
18425,F,A,A,1,2017-07-04,2018-08-22,8,10
18426,F,B,T,3,2017-04-28,2018-04-17,6,9
18427,M,B,A,11,2017-09-28,2018-11-09,9,12
18428,F,C,W,4,2017-10-28,2018-08-12,12,5
18429,M,B,T,8,2017-12-13,2018-01-21,9,10
18430,F,D,W,13,2017-03-19,2018-09-15,8,7
18431,F,B,T,9,2017-06-21,2018-05-07,14,13
18432,M,A,W,13,2017-01-18,2018-10-28,3,11
18433,M,C,R,7,2017-07-23,2018-05-20,4,12
18434,M,B,W,7,2017-10-09,2018-11-25,6,10
18435,N,A,T,19,2017-12-31,2018-05-06,13,13
18436,F,B,T,15,2017-02-18,2018-02-17,10,10
18437,F,A,A,12,2017-09-27,2018-10-25,11,7
18438,M,A,T,4,2017-08-28,2018-08-13,10,6
18439,F,A,C,15,2017-07-24,2018-11-09,11,3
18440,F,C,A,19,2017-11-10,2018-05-17,6,11
18441,M,A,R,3,2017-12-01,2018-11-10,7,8
18442,F,C,T,7,2017-04-02,2018-09-23,8,10
18443,M,C,R,15,2017-01-18,2018-06-07,11,7
18444,M,A,W,10,2017-10-03,2018-02-20,15,10
18445,N,C,A,4,2017-01-09,2018-12-03,14,9
18446,M,A,C,7,2017-10-23,2018-12-31,11,17
18447,F,A,A,15,2017-12-12,2018-04-10,12,13
18448,F,A,T,19,2017-12-18,2018-08-18,6,10
18449,N,B,A,10,2017-03-03,2018-07-05,9,9
18450,M,C,W,0,2017-04-20,2018-08-24,9,13
18451,F,B,W,1,2017-06-01,2018-02-18,13,8
18452,F,B,W,13,2017-04-04,2018-12-03,8,13
18453,M,A,W,17,2017-10-07,2018-11-02,11,14
18454,M,A,H,8,2017-06-19,2018-10-09,9,10
18455,F,D,H,19,2017-01-22,2018-09-16,7,10
18456,M,C,T,19,2017-04-26,2018-07-01,7,11
18457,M,C,W,1,2017-09-15,2018-04-29,9,7
18458,M,D,T,13,2017-02-12,2018-10-04,15,12
18459,F,B,A,6,2017-11-01,2018-07-14,6,3
18460,M,B,A,9,2017-02-15,2018-06-08,6,8
18461,F,C,T,9,2017-12-02,2018-11-10,5,8
18462,M,A,H,14,2017-08-31,2018-02-27,10,13
18463,F,A,W,19,2017-12-09,2018-06-04,7,7
18464,M,D,W,2,2017-08-17,2018-02-12,10,12
18465,M,A,W,13,2017-06-23,2018-09-12,7,9
18466,N,B,C,16,2017-04-20,2018-07-11,7,6
18467,F,A,A,12,2017-10-26,2018-11-11,7,16
18468,N,D,R,1,2017-12-23,2018-08-31,10,11
18469,N,A,H,5,2017-05-02,2018-02-11,12,6
18470,M,C,A,6,2017-04-02,2018-12-14,13,10
18471,F,A,T,10,2017-12-23,2018-10-12,10,10
18472,F,A,A,15,2017-11-29,2018-12-27,11,11
18473,M,D,T,1,2017-09-20,2018-05-23,6,11
18474,M,A,W,19,2017-03-11,2018-08-14,9,9
18475,F,D,W,1,2017-12-10,2018-08-15,12,16
18476,F,C,R,17,2017-06-02,2018-03-19,6,7
18477,F,D,A,14,2017-06-19,2018-10-19,12,11
18478,M,C,W,11,2017-06-30,2018-03-06,10,10
18479,M,C,A,0,2017-01-03,2018-10-12,10,15
18480,M,A,W,4,2017-04-08,2018-07-30,9,8
18481,M,B,W,0,2017-12-28,2018-10-30,8,9
18482,F,E,A,11,2017-06-30,2018-05-12,15,5
18483,N,B,R,0,2017-12-25,2018-11-04,10,12
18484,F,B,T,12,2017-04-22,2018-09-12,12,9
18485,F,B,W,10,2017-09-29,2018-04-02,9,9
18486,M,A,T,9,2017-05-17,2018-10-16,5,11
18487,M,B,T,9,2017-03-04,2018-09-26,15,6
18488,F,C,W,17,2017-08-08,2018-06-20,9,16
18489,F,A,W,9,2017-05-02,2018-06-18,8,11
18490,M,C,T,2,2017-07-03,2018-01-27,9,7
18491,F,C,T,3,2017-11-20,2018-01-12,9,15
18492,F,B,C,13,2017-12-18,2018-05-07,13,8
18493,M,E,R,0,2017-05-06,2018-10-07,10,4
18494,F,E,C,13,2017-11-25,2018-08-20,15,8
18495,M,B,T,13,2017-04-11,2018-02-10,10,10
18496,N,A,T,19,2017-02-11,2018-06-13,7,14
18497,M,B,H,15,2017-05-03,2018-01-05,9,16
18498,M,B,R,12,2017-03-03,2018-04-27,6,13
18499,F,A,T,5,2017-12-03,2018-07-20,14,9
18500,M,A,C,17,2017-09-05,2018-05-25,9,9
18501,M,A,H,0,2017-07-19,2018-09-23,14,10
18502,N,C,W,8,2017-06-25,2018-11-17,11,10
18503,N,B,C,0,2017-12-14,2018-12-21,11,11
18504,N,B,W,16,2017-04-13,2018-06-04,10,11
18505,F,A,C,10,2017-03-22,2018-06-27,15,7
18506,N,B,H,5,2017-11-03,2018-04-20,11,5
18507,M,B,A,2,2017-08-03,2018-06-30,7,5
18508,F,B,T,7,2017-12-05,2018-05-31,12,11
18509,F,A,W,16,2017-09-10,2018-10-10,8,7
18510,F,C,A,2,2017-06-22,2018-09-01,14,5
18511,F,C,H,16,2017-10-28,2018-09-12,9,8
18512,M,A,A,1,2017-05-07,2018-12-23,6,10
18513,M,A,W,0,2017-02-19,2018-12-08,11,15
18514,F,B,A,7,2017-02-24,2018-05-12,11,10
18515,M,A,T,18,2017-01-12,2018-04-21,10,10
18516,F,C,T,2,2017-11-25,2018-04-23,7,11
18517,M,A,R,6,2017-04-22,2018-11-12,15,9
18518,M,A,A,19,2017-10-15,2018-10-24,13,10
18519,N,A,W,3,2017-04-17,2018-04-06,12,16
18520,M,C,T,0,2017-06-23,2018-01-09,9,13
18521,N,B,C,17,2017-06-26,2018-08-07,11,10
18522,F,A,W,10,2017-06-18,2018-05-31,11,14
18523,F,D,A,10,2017-11-25,2018-04-25,7,7
18524,M,A,T,17,2017-06-18,2018-10-29,6,8
18525,M,B,A,9,2017-12-09,2018-05-04,6,12
18526,M,B,W,4,2017-03-11,2018-08-20,11,11
18527,F,E,A,1,2017-06-12,2018-03-13,8,8
18528,M,B,C,15,2017-09-21,2018-08-25,18,19
18529,M,C,C,18,2017-09-09,2018-12-14,9,10
18530,F,E,R,8,2017-07-21,2018-01-02,11,8
18531,M,A,W,6,2017-02-06,2018-01-20,5,9
18532,M,B,W,7,2017-10-24,2018-06-24,11,10
18533,M,D,R,1,2017-05-07,2018-05-31,9,13
18534,M,B,R,11,2017-01-09,2018-01-25,5,12
18535,M,A,A,12,2017-11-15,2018-10-05,12,4
18536,F,B,R,0,2017-01-30,2018-12-31,8,10
18537,F,D,T,10,2017-10-30,2018-08-26,4,15
18538,N,A,W,19,2017-02-06,2018-08-02,7,13
18539,F,A,A,19,2017-12-09,2018-02-28,12,7
18540,M,B,T,14,2017-11-20,2018-04-06,10,13
18541,M,B,C,16,2017-09-19,2018-03-11,9,10
18542,F,B,T,3,2017-05-23,2018-05-28,6,6
18543,M,E,W,17,2017-08-29,2018-05-22,11,12
18544,N,B,C,14,2017-09-01,2018-06-23,10,14
18545,F,A,W,13,2017-01-17,2018-06-13,13,7
18546,M,C,A,17,2017-10-12,2018-07-19,7,7
18547,F,A,W,18,2017-08-02,2018-11-04,5,10
18548,F,D,C,17,2017-08-04,2018-04-11,7,19
18549,N,A,T,13,2017-02-18,2018-01-09,11,9
18550,M,C,R,9,2017-07-25,2018-10-03,10,8
18551,F,D,W,3,2017-03-17,2018-04-13,6,13
18552,F,B,T,14,2017-05-07,2018-04-25,4,6
18553,M,A,R,8,2017-03-17,2018-08-28,11,5
18554,F,B,W,6,2017-10-20,2018-12-02,8,7
18555,M,B,T,9,2017-01-02,2018-05-04,7,8
18556,M,D,W,19,2017-02-15,2018-04-24,10,6
18557,M,D,T,13,2017-06-09,2018-10-14,12,8
18558,M,A,A,9,2017-03-03,2018-01-25,8,7
18559,F,B,W,9,2017-12-02,2018-03-07,13,9
18560,N,D,T,9,2017-10-12,2018-12-07,12,6
18561,F,A,W,3,2017-08-03,2018-06-14,7,12
18562,F,A,T,9,2017-07-19,2018-11-09,11,9
18563,M,C,C,1,2017-06-01,2018-12-29,9,16
18564,M,C,R,8,2017-07-05,2018-05-07,6,13
18565,M,A,T,13,2017-11-09,2018-03-19,13,13
18566,M,A,C,4,2017-01-26,2018-05-27,13,9
18567,M,A,W,11,2017-12-10,2018-07-15,10,5
18568,N,C,R,4,2017-05-09,2018-07-29,13,11
18569,F,B,R,7,2017-10-17,2018-03-17,6,5
18570,M,C,A,14,2017-02-13,2018-03-26,5,3
18571,M,B,R,4,2017-01-20,2018-12-06,8,9
18572,F,B,W,1,2017-10-01,2018-03-03,11,10
18573,M,A,W,1,2017-03-18,2018-01-20,11,6
18574,M,C,W,7,2017-01-15,2018-08-22,7,10
18575,F,B,W,9,2017-10-04,2018-07-07,7,7
18576,F,B,H,3,2017-09-21,2018-11-03,10,8
18577,M,A,A,19,2017-01-12,2018-05-16,9,9
18578,N,B,C,1,2017-04-14,2018-01-30,4,12
18579,M,A,A,6,2017-07-04,2018-12-25,10,13
18580,M,A,W,11,2017-05-18,2018-06-20,6,5
18581,N,A,W,8,2017-08-03,2018-04-10,4,13
18582,M,B,T,16,2017-06-23,2018-10-26,11,10
18583,M,A,C,17,2017-06-23,2018-08-30,5,9
18584,F,D,T,8,2017-03-17,2018-01-01,6,10
18585,M,B,C,6,2017-08-12,2018-07-24,7,15
18586,N,C,T,15,2017-11-09,2018-06-07,14,14
18587,M,E,A,19,2017-08-27,2018-06-13,11,9
18588,M,B,R,10,2017-11-09,2018-09-15,12,11
18589,M,D,A,2,2017-01-19,2018-06-03,14,9
18590,M,A,H,10,2017-07-16,2018-07-06,14,7
18591,M,A,C,12,2017-05-05,2018-09-07,10,11
18592,F,A,W,4,2017-03-15,2018-04-19,12,9
18593,F,A,C,13,2017-12-29,2018-02-05,10,7
18594,F,A,R,9,2017-09-23,2018-06-06,12,10
18595,F,A,R,5,2017-10-09,2018-12-02,7,11
18596,F,B,T,9,2017-06-12,2018-03-08,10,7
18597,M,A,T,13,2017-11-03,2018-06-03,18,7
18598,M,A,W,7,2017-08-31,2018-05-20,11,7
18599,M,D,T,5,2017-09-19,2018-02-11,15,13
18600,F,B,C,0,2017-06-16,2018-07-14,12,10
18601,M,D,C,12,2017-07-10,2018-05-31,11,18
18602,M,D,W,4,2017-05-14,2018-01-14,6,9
18603,M,B,T,17,2017-05-08,2018-09-17,4,7
18604,F,B,W,4,2017-04-18,2018-05-11,9,11
18605,F,A,C,3,2017-03-31,2018-03-13,6,10
18606,F,D,W,17,2017-06-09,2018-08-15,4,9
18607,F,A,A,8,2017-08-23,2018-07-09,23,4
18608,F,D,C,14,2017-07-16,2018-01-22,10,18
18609,F,C,C,2,2017-12-26,2018-02-26,5,13
18610,F,C,T,18,2017-11-18,2018-05-27,7,9
18611,M,B,W,11,2017-06-13,2018-10-14,12,16
18612,F,B,W,3,2017-12-11,2018-11-15,9,16
18613,M,E,T,3,2017-06-09,2018-09-30,15,14
18614,F,B,A,3,2017-04-28,2018-04-14,8,7
18615,F,C,C,16,2017-05-06,2018-01-22,15,9
18616,N,B,C,16,2017-11-02,2018-11-16,7,8
18617,F,B,W,18,2017-09-03,2018-01-26,8,9
18618,F,C,W,0,2017-03-13,2018-10-21,10,6
18619,M,C,T,5,2017-01-06,2018-12-17,8,6
18620,M,A,A,9,2017-06-13,2018-08-20,10,8
18621,F,B,A,11,2017-10-13,2018-05-18,7,13
18622,M,B,A,13,2017-12-03,2018-09-10,10,11
18623,N,A,A,10,2017-09-24,2018-01-08,12,9
18624,F,A,A,9,2017-11-24,2018-12-09,7,12
18625,F,A,T,16,2017-10-11,2018-09-28,11,15
18626,F,B,A,6,2017-07-18,2018-04-05,14,10
18627,F,A,T,8,2017-06-07,2018-06-15,6,11
18628,F,D,W,19,2017-10-12,2018-08-18,13,10
18629,N,C,T,9,2017-04-07,2018-06-29,9,8
18630,F,C,A,6,2017-01-14,2018-09-25,10,6
18631,F,A,T,7,2017-02-25,2018-03-21,12,9
18632,M,D,T,3,2017-11-11,2018-07-02,14,8
18633,F,C,W,12,2017-07-17,2018-01-05,13,13
18634,M,B,C,5,2017-08-28,2018-08-29,12,9
18635,M,A,T,2,2017-10-13,2018-04-09,6,12
18636,F,B,W,12,2017-12-05,2018-03-04,11,10
18637,M,B,R,17,2017-09-21,2018-06-28,11,19
18638,F,B,C,2,2017-11-28,2018-07-27,11,6
18639,F,C,A,16,2017-01-02,2018-12-02,11,5
18640,F,B,R,14,2017-12-06,2018-04-29,4,9
18641,M,D,T,13,2017-08-29,2018-05-31,10,9
18642,M,A,A,1,2017-05-30,2018-07-20,10,11
18643,N,D,A,10,2017-12-02,2018-02-08,10,7
18644,F,A,W,1,2017-02-08,2018-08-16,13,8
18645,F,C,C,10,2017-01-13,2018-07-21,6,7
18646,F,C,C,5,2017-11-18,2018-12-15,12,13
18647,F,C,A,10,2017-01-11,2018-08-06,10,8
18648,M,C,R,19,2017-04-29,2018-12-23,13,10
18649,M,B,W,10,2017-04-08,2018-01-11,7,12
18650,M,D,T,14,2017-01-03,2018-08-01,7,4
18651,M,A,C,11,2017-05-04,2018-03-25,17,12
18652,F,B,T,12,2017-12-25,2018-11-11,10,8
18653,M,A,W,5,2017-05-28,2018-05-03,6,3
18654,M,C,W,6,2017-11-23,2018-05-10,11,10
18655,M,B,R,13,2017-03-11,2018-04-12,8,8
18656,F,A,A,2,2017-05-20,2018-05-15,13,17
18657,M,C,W,17,2017-03-21,2018-10-18,11,17
18658,M,A,A,9,2017-03-24,2018-05-08,5,12
18659,M,A,T,11,2017-09-20,2018-11-15,8,10
18660,F,D,T,0,2017-01-31,2018-07-30,7,4
18661,M,B,A,11,2017-08-23,2018-08-11,16,11
18662,M,D,C,11,2017-01-26,2018-01-26,10,8
18663,N,A,T,18,2017-01-27,2018-03-14,7,8
18664,M,B,A,6,2017-10-19,2018-06-06,12,17
18665,M,B,T,4,2017-06-18,2018-06-21,14,7
18666,F,D,T,13,2017-06-01,2018-05-30,10,15
18667,F,B,C,14,2017-04-14,2018-06-12,12,13
18668,M,E,R,13,2017-10-03,2018-12-28,6,9
18669,F,B,T,10,2017-01-20,2018-10-09,9,9
18670,F,C,W,16,2017-02-10,2018-11-19,6,11
18671,F,A,C,15,2017-06-18,2018-09-23,6,15
18672,M,B,R,15,2017-09-20,2018-05-16,7,16
18673,F,D,R,3,2017-06-17,2018-07-03,11,11
18674,M,E,A,11,2017-11-28,2018-10-24,15,18
18675,F,B,T,10,2017-12-01,2018-03-29,7,13
18676,M,C,T,10,2017-06-07,2018-03-16,6,12
18677,M,C,T,3,2017-10-15,2018-06-28,5,14
18678,F,A,R,8,2017-06-01,2018-10-03,8,11
18679,F,A,C,18,2017-01-11,2018-05-30,11,7
18680,M,A,A,19,2017-12-30,2018-06-04,13,11
18681,M,A,T,16,2017-03-21,2018-08-07,11,8
18682,F,B,T,3,2017-09-03,2018-02-25,7,7
18683,F,A,T,1,2017-02-25,2018-11-29,8,11
18684,F,C,W,15,2017-03-22,2018-11-14,14,16
18685,M,E,A,15,2017-03-04,2018-03-25,9,11
18686,N,B,C,5,2017-09-24,2018-03-08,7,8
18687,F,E,W,16,2017-06-28,2018-12-21,12,7
18688,M,A,T,8,2017-02-12,2018-07-11,7,9
18689,F,C,C,8,2017-08-23,2018-10-13,13,7
18690,M,A,T,15,2017-06-11,2018-06-20,12,9
18691,F,B,T,9,2017-07-23,2018-10-15,13,5
18692,M,E,T,12,2017-12-31,2018-09-20,11,12
18693,M,C,T,16,2017-02-27,2018-02-17,10,6
18694,F,C,A,6,2017-03-07,2018-11-01,9,11
18695,F,B,W,4,2017-06-06,2018-08-05,6,17
18696,M,C,T,6,2017-12-02,2018-02-22,12,14
18697,M,C,A,14,2017-12-05,2018-03-13,19,9
18698,M,B,T,9,2017-08-31,2018-03-06,8,9
18699,F,C,H,9,2017-10-20,2018-06-15,11,7
